id,app_name,package_name,title,body,label,notification_type,template_group,clarity,reason_code,android_category,is_ongoing,rule_score,rule_level,forced,model_eligible,source,dataset_version,source_detail,source_url,license,is_real,is_public,label_status,original_source_id,previous_label,event_type,actionability,base_label,preference_sensitive,personalization_scope,training_eligible,base_label_status,label_definition_version
V02_CONTEXT_015,네이버페이,synthetic.kr.naverpay,새 소식,쇼핑 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_015,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_016,네이버페이,synthetic.kr.naverpay,리마인더,설정한 결제 습관 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_016,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_017,쿠팡,synthetic.kr.coupang,쿠팡,선물 주문 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_017,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_018,쿠팡,synthetic.kr.coupang,일정 알림,재입고 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_018,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_019,쿠팡,synthetic.kr.coupang,새 소식,상품 후기 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_019,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_020,쿠팡,synthetic.kr.coupang,리마인더,설정한 생필품 구매 기록 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_020,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_021,오늘의집,synthetic.kr.ohou,오늘의집,가족과 공유한 상품 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_021,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_022,오늘의집,synthetic.kr.ohou,일정 알림,셀프 인테리어 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_022,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_023,오늘의집,synthetic.kr.ohou,새 소식,집들이 새 글 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_023,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_024,오늘의집,synthetic.kr.ohou,리마인더,설정한 공간 꾸미기 목표 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_024,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_025,당근,synthetic.kr.daangn,당근,이웃과의 채팅 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_025,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_026,당근,synthetic.kr.daangn,일정 알림,중고 거래 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_026,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_027,당근,synthetic.kr.daangn,새 소식,동네 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_027,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_028,당근,synthetic.kr.daangn,리마인더,설정한 관심 키워드 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_028,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_029,CJ대한통운,synthetic.kr.cjlogistics,CJ대한통운,가족이 보낸 택배 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_029,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_030,CJ대한통운,synthetic.kr.cjlogistics,일정 알림,수령 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_030,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_031,CJ대한통운,synthetic.kr.cjlogistics,새 소식,택배 이용 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_031,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_032,CJ대한통운,synthetic.kr.cjlogistics,리마인더,설정한 배송 조회 기록 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_032,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_033,배달의민족,synthetic.kr.baemin,배달의민족,가족 주문 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_033,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_034,배달의민족,synthetic.kr.baemin,일정 알림,저녁 주문 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_034,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_035,배달의민족,synthetic.kr.baemin,새 소식,동네 맛집 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_035,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_036,배달의민족,synthetic.kr.baemin,리마인더,설정한 식사 기록 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_036,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_037,요기요,synthetic.kr.yogiyo,요기요,친구와 함께한 주문 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_037,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_038,요기요,synthetic.kr.yogiyo,일정 알림,점심 주문 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_038,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_039,요기요,synthetic.kr.yogiyo,새 소식,신규 가게 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_039,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_040,요기요,synthetic.kr.yogiyo,리마인더,설정한 메뉴 취향 기록 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_040,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_041,카카오 T,synthetic.kr.kakaot,카카오 T,가족 택시 호출 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_041,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_042,카카오 T,synthetic.kr.kakaot,일정 알림,공항 이동 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_042,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_043,카카오 T,synthetic.kr.kakaot,새 소식,주변 교통 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_043,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_044,카카오 T,synthetic.kr.kakaot,리마인더,설정한 이동 기록 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_044,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_045,코레일톡,synthetic.kr.korailtalk,코레일톡,동행자 승차권 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_045,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_046,코레일톡,synthetic.kr.korailtalk,일정 알림,주말 여행 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_046,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_047,코레일톡,synthetic.kr.korailtalk,새 소식,노선 운행 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_047,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_048,코레일톡,synthetic.kr.korailtalk,리마인더,설정한 기차 여행 기록 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_048,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_049,에브리타임,synthetic.kr.everytime,에브리타임,친구의 쪽지 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_049,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_050,에브리타임,synthetic.kr.everytime,일정 알림,동아리 모임 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_050,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_051,에브리타임,synthetic.kr.everytime,새 소식,학교 게시판 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_051,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_052,에브리타임,synthetic.kr.everytime,리마인더,설정한 공부 기록 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_052,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_053,클래스101,synthetic.kr.class101,클래스101,강사의 메시지 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_053,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_054,클래스101,synthetic.kr.class101,일정 알림,개인 학습 일정 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_054,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_055,클래스101,synthetic.kr.class101,새 소식,크리에이터 소식 새 소식이 등록되었습니다.,,interest_update,context_2,CONTEXT_DEPENDENT,personal_interest_required,social,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_055,,INTEREST_UPDATE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_056,클래스101,synthetic.kr.class101,리마인더,설정한 학습 습관 리마인더 시간입니다.,,personal_habit,context_3,CONTEXT_DEPENDENT,personal_preference_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_056,,PERSONAL_REMINDER,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_057,Slack,synthetic.kr.slack,Slack,동료의 메시지 관련 새 메시지가 도착했습니다.,,relationship_message,context_0,CONTEXT_DEPENDENT,sender_relationship_required,msg,false,5,GENERAL,false,false,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_057,,MESSAGE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
V02_CONTEXT_058,Slack,synthetic.kr.slack,일정 알림,팀 회의 시작까지 한 시간 남았습니다.,,personal_schedule,context_1,CONTEXT_DEPENDENT,personal_schedule_context_required,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.4,noti_v0.2_generator,,PROJECT_OWNED,false,true,UNLABELED_CONTEXT,V02_CONTEXT_058,,PERSONAL_SCHEDULE,,,true,APP_EVENT_TYPE,false,UNLABELED_CONTEXT,0.4
